,Date,Time,Race,Gender,Body_Size,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,latitude,longitude,Num_of_Baskets,Binned_Age_Range
3116,2016-02-24,20:07:09,chinese,female,fat,no,toddler ,small,purple,traditional,green,long sleeve,yellow,short,clothes,5,10,no,3.044005778723483,101.54227081869428,1.0,"(10, 20]"
3117,2016-02-11,07:22:23,foreigner ,male,thin,no,no_kids,big,pink,traditional,black,long sleeve,pink,long,clothes,4,9,yes,2.984555331837122,101.53250001199385,2.0,"(20, 30]"
3118,2016-01-08,06:56:53,malay,male,moderate,no,no_kids,small,red,casual,orange,short_sleeve,pink,short,blankets,3,10,yes,3.0527202920893988,101.5475707029464,1.0,"(20, 30]"
3119,2016-01-12,13:03:21,chinese,female,moderate,no,baby,big,red,traditional,black,long sleeve,black ,long,blankets,6,10,no,3.068217848198426,101.44481180154928,3.0,"(10, 20]"
3120,2016-01-06,09:38:37,malay,female,fat,yes,baby,big,purple,formal,brown,short_sleeve,blue_jeans,short,clothes,3,8,no,3.055725624997467,101.44543192182226,1.0,"(20, 30]"
3121,2016-02-07,04:39:27,malay,male,moderate,yes,no_kids,big,white,formal,brown,long sleeve,brown,short,clothes,6,9,yes,3.088169508134288,101.38270059903856,3.0,"(20, 30]"
3122,2016-03-01,05:25:46,malay,male,thin,no,young,small,white,traditional,red,short_sleeve,purple,short,blankets,6,8,yes,3.046673644258617,101.47009393558405,3.0,"(40, 50]"
3123,2015-12-14,08:17:01,malay,male,fat,no,baby,small,purple,casual,pink,short_sleeve,red,long,clothes,3,8,no,3.0054181705743703,101.45590288569994,2.0,"(40, 50]"
3124,2015-12-14,12:06:43,malay,female,fat,no,toddler ,small,blue,traditional,purple,short_sleeve,pink,short,clothes,5,7,no,3.01749582437088,101.49931995489015,2.0,"(50, 60]"
3125,2016-01-11,14:09:23,indian,male,thin,no,toddler,small,green,casual,purple,long sleeve,brown,short,clothes,3,9,no,3.0691130782533094,101.517418080585,2.0,"(20, 30]"
3126,2016-02-11,06:21:56,foreigner ,female,thin,yes,toddler,big,grey,formal,brown,long sleeve,orange,short,clothes,5,8,no,3.028522145459078,101.41347254920652,3.0,"(50, 60]"
3127,2015-12-07,08:03:22,chinese,female,moderate,yes,toddler,small,red,casual,black,short_sleeve,white,long,blankets,6,10,no,3.0171742985414167,101.47500489951574,3.0,"(40, 50]"
3128,2015-12-13,18:31:25,malay,male,moderate,no,no_kids,big,grey,formal,green,short_sleeve,white,long,clothes,4,10,yes,3.053519844110568,101.52162555079444,1.0,"(30, 40]"
3129,2015-12-04,10:43:55,foreigner ,female,moderate,no,toddler,small,black,formal,purple,short_sleeve,blue ,long,blankets,4,10,yes,3.0653351693024184,101.41042241708764,3.0,"(20, 30]"
3130,2015-12-17,23:18:30,chinese,male,thin,yes,baby,big,black,traditional,white,long sleeve,white,long,clothes,6,9,yes,3.068079261780583,101.3998023101542,3.0,"(20, 30]"
3131,2015-12-06,03:00:17,chinese,male,moderate,yes,baby,big,yellow,casual,brown,short_sleeve,purple,short,blankets,5,7,yes,3.0877383418464253,101.50278958620514,3.0,"(40, 50]"
3132,2016-01-10,09:28:07,foreigner ,female,moderate,yes,toddler ,big,black,formal,pink,short_sleeve,white,short,blankets,6,8,yes,2.996567893017894,101.52909966780676,3.0,"(40, 50]"
3133,2016-01-25,05:19:44,chinese,male,fat,yes,toddler ,big,yellow,traditional,white,short_sleeve,green,short,clothes,5,7,yes,3.0606606337337148,101.50675507701224,1.0,"(30, 40]"
3134,2015-12-30,09:51:19,indian,female,moderate,yes,toddler ,big,green,traditional,yellow,short_sleeve,blue ,long,clothes,4,7,yes,3.0390525928706964,101.48754473451665,3.0,"(50, 60]"
3135,2016-01-23,01:33:33,malay,female,thin,yes,toddler ,small,brown,traditional,green,long sleeve,blue  ,long,blankets,6,7,no,3.0323418427668725,101.48087873422296,1.0,"(30, 40]"
3136,2015-12-23,19:56:43,foreigner ,male,fat,no,toddler ,big,white,traditional,black,long sleeve,blue  ,long,blankets,6,7,no,3.073260956247168,101.41497347998654,1.0,"(20, 30]"
3137,2015-12-24,10:41:52,foreigner ,female,moderate,yes,young,small,orange,traditional,grey,long sleeve,blue_jeans,long,blankets,5,7,yes,3.0830026041489176,101.4340140552561,1.0,"(50, 60]"
3138,2016-01-06,17:27:30,foreigner ,male,thin,no,toddler,big,green,casual,green,long sleeve,blue_jeans,short,clothes,6,10,yes,3.0006015827201447,101.49289318387336,3.0,"(40, 50]"
3139,2016-01-29,23:00:56,chinese,male,thin,yes,baby,small,brown,formal,yellow,short_sleeve,white,short,blankets,4,7,yes,3.043236498113964,101.43141982735033,2.0,"(50, 60]"
3140,2016-01-04,07:44:27,malay,male,moderate,no,toddler,big,yellow,casual,black,long sleeve,grey,short,blankets,4,7,yes,3.05497570371242,101.5071950032652,2.0,"(40, 50]"
3141,2016-02-09,05:54:42,indian,female,moderate,no,young,big,white,formal,blue,long sleeve,blue  ,long,clothes,6,7,no,3.0147461406227043,101.40007653266252,3.0,"(10, 20]"
3142,2015-12-07,03:47:33,indian,female,moderate,yes,baby,small,red,formal,pink,long sleeve,orange,short,blankets,5,7,no,3.041640742283464,101.4298867958486,3.0,"(50, 60]"
3143,2016-02-27,19:39:59,malay,male,moderate,no,no_kids,small,brown,traditional,brown,long sleeve,pink,short,clothes,3,9,yes,3.0207013481980263,101.46769918767356,2.0,"(10, 20]"
3144,2016-02-15,08:55:14,foreigner ,male,thin,no,toddler,big,grey,formal,red,long sleeve,blue,short,blankets,6,9,no,3.0666321803083147,101.38185385041068,2.0,"(50, 60]"
3145,2015-12-18,23:37:06,malay,female,moderate,no,toddler,big,yellow,formal,brown,short_sleeve,blue_jeans,long,blankets,4,8,no,3.0380104308845164,101.40130402660196,3.0,"(40, 50]"
3146,2016-01-18,20:34:36,chinese,female,fat,no,no_kids,big,black,formal,orange,short_sleeve,purple,short,blankets,3,10,no,3.0804379900268044,101.42572855969551,3.0,"(50, 60]"
3147,2016-01-07,18:30:34,chinese,female,moderate,no,no_kids,big,green,casual,green,short_sleeve,blue_jeans,long,clothes,4,9,no,3.029614088336681,101.38767177397008,2.0,"(10, 20]"
3148,2015-12-01,22:04:14,foreigner ,male,thin,no,no_kids,big,green,formal,yellow,short_sleeve,blue_jeans,long,clothes,6,9,no,3.00077991799667,101.37949356171684,2.0,"(40, 50]"
3149,2016-02-13,14:09:00,malay,female,fat,no,no_kids,small,yellow,traditional,grey,short_sleeve,blue,long,blankets,6,8,yes,3.024639666363738,101.52445979714328,2.0,"(50, 60]"
3150,2015-12-05,14:51:02,chinese,male,moderate,yes,toddler,small,orange,traditional,black ,short_sleeve,red,short,clothes,3,7,yes,3.0490481984945035,101.52969614641351,2.0,"(10, 20]"
3151,2016-01-30,19:45:20,indian,female,moderate,no,young,big,orange,formal,purple,long sleeve,blue  ,long,clothes,6,7,yes,3.003757176527069,101.5005622179159,2.0,"(20, 30]"
3152,2015-12-11,15:42:22,malay,male,fat,no,young,small,pink,formal,grey,short_sleeve,purple,short,clothes,6,7,yes,3.068290440498295,101.4408227444351,3.0,"(40, 50]"
3153,2015-12-30,03:55:17,foreigner ,female,fat,no,no_kids,small,purple,traditional,pink,short_sleeve,orange,short,clothes,6,9,yes,2.9968376472337344,101.51218628463636,2.0,"(40, 50]"
3154,2015-12-14,14:48:03,chinese,female,thin,no,young,small,black,formal,black ,short_sleeve,grey,long,blankets,6,10,no,3.042903963192533,101.46335545914064,2.0,"(50, 60]"
3155,2015-12-20,02:21:18,foreigner ,male,moderate,no,toddler,big,white,formal,black,short_sleeve,blue  ,short,blankets,4,7,no,3.07861447225924,101.46750871945866,2.0,"(40, 50]"
3156,2016-01-11,06:37:26,indian,male,moderate,no,no_kids,small,yellow,formal,brown,short_sleeve,brown,short,blankets,5,9,yes,3.017278989835635,101.51330260649404,3.0,"(40, 50]"
3157,2016-02-15,23:18:28,malay,male,fat,yes,toddler ,big,green,formal,orange,short_sleeve,blue_jeans,long,clothes,3,9,yes,3.0144360524408724,101.42868716479006,1.0,"(40, 50]"
3158,2016-01-14,18:26:30,malay,female,thin,no,no_kids,small,red,traditional,green,short_sleeve,blue_jeans,long,blankets,6,8,no,3.0075219787791503,101.3977013106069,3.0,"(40, 50]"
3159,2016-01-21,09:54:37,chinese,female,moderate,no,young,small,brown,formal,pink,long sleeve,green,short,clothes,3,9,yes,3.074594211752225,101.50474568978248,2.0,"(20, 30]"
3160,2015-12-17,20:45:19,chinese,male,fat,yes,young,big,green,traditional,brown,short_sleeve,white,short,blankets,6,9,no,3.0272619418360525,101.50910051818728,3.0,"(50, 60]"
3161,2016-01-07,15:29:52,foreigner ,male,moderate,yes,no_kids,big,green,casual,grey,short_sleeve,grey,long,blankets,4,8,yes,3.0926588177000327,101.462731303741,3.0,"(40, 50]"
3162,2015-12-15,17:07:27,malay,male,fat,yes,young,small,grey,casual,orange,short_sleeve,green,short,clothes,3,8,no,3.0391494925295737,101.47398815208578,3.0,"(40, 50]"
3163,2016-01-06,08:19:18,chinese,female,fat,yes,toddler ,small,blue,casual,brown,short_sleeve,yellow,short,blankets,3,9,no,3.014064170297149,101.42361872339296,2.0,"(30, 40]"
3164,2015-12-05,09:26:38,foreigner ,male,moderate,yes,toddler ,big,brown,casual,orange,short_sleeve,brown,short,clothes,4,10,yes,3.039160734468441,101.46891095334018,1.0,"(30, 40]"
3165,2016-01-17,12:26:18,foreigner ,female,fat,yes,no_kids,big,yellow,traditional,grey,short_sleeve,yellow,short,blankets,3,7,no,3.016634845897296,101.48353171351796,2.0,"(20, 30]"
3166,2015-12-01,08:17:10,malay,female,thin,no,baby,big,brown,traditional,green,long sleeve,yellow,short,clothes,4,10,no,3.0711113749169763,101.5027552803832,2.0,"(40, 50]"
3167,2016-01-19,10:06:38,indian,male,thin,yes,no_kids,big,blue,casual,purple,long sleeve,red,long,blankets,3,7,yes,3.0005497617650105,101.49429871080616,3.0,"(40, 50]"
3168,2016-01-07,14:34:35,chinese,female,thin,yes,toddler ,small,purple,formal,blue,short_sleeve,white,long,clothes,4,8,no,2.984293085008975,101.44954975128594,2.0,"(10, 20]"
3169,2016-02-14,00:03:17,indian,male,fat,yes,toddler ,big,blue,traditional,purple,short_sleeve,purple,long,clothes,5,8,no,3.0360656597952493,101.5217480993002,2.0,"(20, 30]"
3170,2016-01-14,09:23:25,chinese,female,moderate,yes,no_kids,big,brown,formal,white,short_sleeve,blue_jeans,long,blankets,5,9,no,3.0834775366592546,101.50788423518908,2.0,"(40, 50]"
3171,2016-02-08,05:32:50,chinese,male,fat,yes,toddler ,big,brown,formal,blue,short_sleeve,purple,short,blankets,5,9,yes,3.071616067223068,101.5461314844536,3.0,"(50, 60]"
3172,2015-12-17,06:17:21,chinese,male,fat,no,baby,big,pink,formal,purple,long sleeve,black ,long,blankets,3,10,yes,3.038726562807891,101.42930271759477,3.0,"(20, 30]"
3173,2015-12-17,10:16:33,foreigner ,female,fat,no,toddler ,big,pink,formal,green,short_sleeve,purple,long,clothes,3,9,no,3.025782980987328,101.45598840330152,1.0,"(20, 30]"
3174,2015-12-11,11:03:20,malay,male,moderate,no,toddler,big,yellow,traditional,brown,short_sleeve,red,long,clothes,4,9,no,3.0196749814327646,101.43360277608312,3.0,"(10, 20]"
3175,2015-12-06,08:33:50,indian,female,fat,no,toddler ,big,green,casual,red,long sleeve,grey,long,blankets,5,7,no,3.095084935196256,101.55701215071092,1.0,"(20, 30]"
3176,2015-12-24,09:47:18,chinese,male,fat,no,no_kids,big,white,traditional,black,short_sleeve,brown,long,clothes,4,7,no,3.0566453083289797,101.52429958457768,2.0,"(30, 40]"
3177,2016-01-17,06:22:25,indian,male,moderate,yes,baby,big,white,formal,purple,short_sleeve,black,long,clothes,3,7,no,3.065494518455354,101.50141710210409,1.0,"(40, 50]"
3178,2016-02-06,09:51:20,foreigner ,female,moderate,yes,young,small,black,traditional,pink,long sleeve,yellow,long,clothes,5,8,no,3.000481847866447,101.40367533263452,3.0,"(20, 30]"
3179,2016-01-08,17:20:22,malay,male,moderate,yes,no_kids,small,red,traditional,black,short_sleeve,black ,long,blankets,5,7,no,3.0841276184555237,101.3817296811316,1.0,"(40, 50]"
3180,2015-12-19,13:10:23,malay,male,thin,no,baby,small,yellow,formal,orange,long sleeve,green,short,blankets,5,9,yes,3.0608127989820786,101.5234019893584,3.0,"(50, 60]"
3181,2016-02-19,05:47:37,malay,female,fat,no,no_kids,big,brown,traditional,orange,short_sleeve,orange,short,blankets,6,7,no,3.0651288805716925,101.4050530359254,2.0,"(50, 60]"
3182,2016-01-01,02:11:15,foreigner ,female,fat,yes,toddler,big,grey,casual,pink,long sleeve,red,long,clothes,5,10,no,3.0563710533938213,101.40130342272998,1.0,"(30, 40]"
3183,2016-01-12,11:59:19,chinese,male,moderate,no,toddler ,small,yellow,casual,green,short_sleeve,yellow,short,clothes,4,8,yes,3.036203622367617,101.49652827388344,1.0,"(10, 20]"
3184,2016-01-17,04:32:02,foreigner ,male,thin,yes,toddler ,big,black,traditional,red,long sleeve,blue  ,long,blankets,3,8,no,3.0259786131578585,101.47187074771104,3.0,"(50, 60]"
3185,2015-12-22,05:47:45,foreigner ,male,thin,no,toddler,big,blue,traditional,brown,short_sleeve,white,long,blankets,3,8,no,3.091041951153149,101.43479912396415,3.0,"(40, 50]"
3186,2016-01-25,01:01:58,indian,male,moderate,no,young,small,orange,formal,white,long sleeve,grey,long,blankets,5,8,yes,3.0037064462591183,101.54182161344316,2.0,"(10, 20]"
3187,2016-02-13,08:45:18,foreigner ,male,fat,yes,toddler ,small,brown,formal,purple,short_sleeve,blue ,long,clothes,4,9,yes,3.03858022649264,101.4681270939661,3.0,"(30, 40]"
3188,2016-01-01,22:38:54,foreigner ,female,moderate,no,toddler ,big,green,casual,orange,short_sleeve,blue  ,long,blankets,6,8,yes,3.091789565326595,101.4271678163616,3.0,"(30, 40]"
3189,2016-02-22,09:46:44,malay,male,fat,yes,young,small,orange,traditional,grey,long sleeve,brown,short,blankets,5,7,yes,3.0740174484025,101.47956085894376,3.0,"(40, 50]"
3190,2016-02-05,06:57:50,foreigner ,male,thin,yes,baby,small,white,casual,blue,short_sleeve,grey,short,clothes,4,10,no,3.061972892764261,101.46351895548813,3.0,"(40, 50]"
3191,2015-12-20,09:42:23,indian,male,fat,no,toddler,big,orange,casual,brown,short_sleeve,blue  ,short,blankets,6,10,yes,3.027334988764212,101.4049904771197,2.0,"(20, 30]"
3192,2016-01-01,13:42:58,malay,male,fat,no,toddler,small,yellow,traditional,purple,long sleeve,blue_jeans,long,clothes,6,9,no,3.095629164626675,101.509497770114,2.0,"(50, 60]"
3193,2015-12-20,21:50:40,indian,female,moderate,yes,no_kids,small,brown,traditional,orange,long sleeve,blue  ,long,blankets,4,10,no,3.035391549138019,101.46751079980504,1.0,"(20, 30]"
3194,2016-01-09,12:03:33,indian,male,thin,no,young,small,black,formal,black,short_sleeve,blue_jeans,long,blankets,5,9,yes,2.9839350689797497,101.38447889921602,3.0,"(30, 40]"
3195,2016-01-09,12:24:42,malay,female,moderate,yes,young,big,red,formal,white,long sleeve,black,short,clothes,3,8,no,3.0752731522791787,101.38744708322795,3.0,"(30, 40]"
3196,2016-01-31,09:53:47,indian,female,moderate,no,toddler ,small,brown,formal,yellow,short_sleeve,blue ,long,clothes,5,9,no,3.07121560294963,101.50701797258988,2.0,"(20, 30]"
3197,2016-01-14,02:29:01,chinese,female,fat,no,baby,big,yellow,traditional,black,long sleeve,blue_jeans,long,clothes,4,8,yes,3.060763024780457,101.4767561222594,2.0,"(20, 30]"
3198,2016-01-24,21:01:58,malay,male,thin,yes,young,big,blue,casual,grey,long sleeve,purple,short,clothes,3,8,yes,3.0232020207398653,101.55347646922608,1.0,"(10, 20]"
3199,2016-02-01,15:26:21,chinese,female,thin,yes,toddler,big,red,traditional,red,long sleeve,black ,short,blankets,6,10,yes,3.08694446946466,101.46417690803338,2.0,"(10, 20]"
3200,2016-02-15,14:55:53,chinese,female,moderate,yes,young,small,orange,formal,brown,short_sleeve,blue  ,short,clothes,6,10,yes,3.0792758775603284,101.656911501489,2.0,"(30, 40]"
3201,2015-12-17,05:17:19,indian,male,moderate,yes,no_kids,big,red,traditional,brown,short_sleeve,purple,long,blankets,4,9,no,3.0675177532400504,101.70104192643588,1.0,"(20, 30]"
3202,2016-02-19,00:11:32,foreigner ,female,thin,yes,toddler,big,brown,casual,purple,long sleeve,black,short,blankets,6,8,yes,3.0929710684677265,101.6742981573456,2.0,"(40, 50]"
3203,2015-12-07,15:36:32,foreigner ,female,thin,no,toddler ,small,yellow,traditional,yellow,short_sleeve,black ,long,blankets,5,9,yes,3.104848343845528,101.6955650858514,2.0,"(40, 50]"
3204,2016-02-07,03:08:31,foreigner ,female,thin,no,no_kids,small,orange,traditional,brown,long sleeve,orange,long,blankets,6,7,yes,3.111308345553079,101.64547252213788,2.0,"(50, 60]"
3205,2016-01-15,18:22:52,malay,female,fat,yes,young,small,yellow,traditional,purple,short_sleeve,blue ,long,blankets,5,9,no,3.093967797218649,101.672253121938,2.0,"(40, 50]"
3206,2016-02-23,22:16:39,malay,female,fat,no,young,big,brown,traditional,red,long sleeve,blue  ,long,blankets,6,8,no,3.118819548494713,101.6949359841766,2.0,"(30, 40]"
3207,2015-12-31,13:16:12,malay,female,moderate,yes,no_kids,small,yellow,formal,white,short_sleeve,orange,short,clothes,6,8,no,3.0668727888785146,101.6821073128636,1.0,"(30, 40]"
3208,2016-02-15,01:11:54,indian,female,fat,yes,toddler ,big,grey,traditional,pink,long sleeve,purple,long,clothes,4,7,yes,3.0686635881440454,101.6984938769658,3.0,"(50, 60]"
3209,2016-01-23,06:43:02,foreigner ,male,thin,no,no_kids,small,green,formal,brown,short_sleeve,black,long,blankets,3,8,no,3.083983343569989,101.66373168290406,2.0,"(40, 50]"
3210,2016-01-03,14:44:22,chinese,female,moderate,no,young,big,white,traditional,pink,short_sleeve,pink,short,blankets,5,9,yes,3.083466264678452,101.70073035318973,3.0,"(40, 50]"
3211,2016-02-29,00:22:17,foreigner ,male,fat,no,toddler ,small,green,formal,yellow,short_sleeve,blue  ,short,blankets,4,7,yes,3.0884012883619305,101.69203491793346,2.0,"(40, 50]"
3212,2015-12-19,00:32:46,malay,male,fat,yes,toddler ,small,white,traditional,yellow,long sleeve,black ,long,clothes,4,7,no,3.111150916116137,101.70038077952684,2.0,"(20, 30]"
3213,2015-12-07,08:08:43,chinese,male,moderate,no,baby,big,blue,formal,blue,short_sleeve,yellow,long,clothes,3,9,no,3.0809034124866645,101.67647123966918,1.0,"(40, 50]"
3214,2015-12-03,16:03:47,foreigner ,male,thin,no,toddler ,small,brown,traditional,purple,short_sleeve,green,long,clothes,3,8,no,3.127228828449074,101.68293314605936,1.0,"(40, 50]"
3215,2015-12-27,08:01:43,foreigner ,male,thin,no,toddler,small,blue,formal,brown,long sleeve,yellow,long,clothes,3,8,yes,3.0673894389775405,101.65822541939166,2.0,"(30, 40]"
3216,2015-12-26,06:18:23,indian,male,fat,yes,young,small,pink,formal,red,long sleeve,purple,long,blankets,4,7,yes,3.1163508117615977,101.6830017310329,1.0,"(20, 30]"
3217,2015-12-14,12:31:05,foreigner ,female,moderate,yes,toddler ,small,white,casual,yellow,short_sleeve,blue  ,short,clothes,5,8,no,3.131804657905429,101.7047264742513,2.0,"(20, 30]"
3218,2016-02-02,23:47:42,chinese,female,thin,yes,toddler ,small,orange,traditional,red,long sleeve,grey,short,clothes,5,10,no,3.124798972344801,101.65338641126056,2.0,"(30, 40]"
3219,2016-03-01,13:14:44,indian,female,thin,yes,baby,small,purple,casual,blue,short_sleeve,orange,long,blankets,6,10,yes,3.0935962751603068,101.70743697638312,2.0,"(30, 40]"
3220,2016-02-01,07:50:02,indian,female,thin,no,no_kids,small,green,formal,white,short_sleeve,blue_jeans,long,blankets,3,7,yes,3.1017429787074327,101.66379171612402,3.0,"(30, 40]"
3221,2016-01-27,20:13:23,chinese,male,thin,no,toddler,big,pink,formal,pink,long sleeve,white,long,clothes,6,8,no,3.136577354640247,101.689086735969,2.0,"(30, 40]"
3222,2016-01-07,19:21:00,indian,female,thin,yes,toddler ,big,pink,formal,white,long sleeve,black ,long,clothes,3,10,yes,3.11723191321309,101.6692148475978,1.0,"(20, 30]"
3223,2016-01-15,10:34:16,malay,male,moderate,no,toddler ,small,orange,traditional,yellow,short_sleeve,black,short,blankets,6,9,yes,3.073308997799768,101.70873867310397,3.0,"(40, 50]"
3224,2015-12-22,07:48:26,foreigner ,male,moderate,yes,toddler ,small,grey,casual,pink,long sleeve,blue  ,long,clothes,5,10,yes,3.072674356847112,101.68676495607308,3.0,"(30, 40]"
3225,2016-02-08,19:16:47,foreigner ,female,moderate,yes,baby,big,yellow,formal,blue,long sleeve,blue ,short,clothes,4,7,no,3.070219953376768,101.64166927679496,2.0,"(40, 50]"
3226,2016-01-19,01:23:51,malay,male,fat,yes,toddler,small,grey,traditional,pink,long sleeve,black,long,blankets,3,7,yes,3.0672206899919168,101.70589713820854,2.0,"(40, 50]"
